customer_id,full_name,recency_days,frequency,monetary,segment
970175,Suresh Sharma,282,1,5908.48,Lost
243259,Verma,137,1,5908.45,At Risk
579729,Nitin Iyer,239,1,5908.35,Lost
190329,Vivek Singh,351,1,5908.29,Lost
797291,Vikas Sharma,96,1,5908.04,At Risk
524935,Meera Iyer,398,1,5907.56,Lost
422000,Kavita Chatterjee,378,1,5907.54,Lost
10486,Kavita Patel,357,1,5907.31,Lost
617672,Aarti Patel,337,1,5907.29,Lost
654198,Nidhi Singh,94,1,5906.60,At Risk
926897,Nidhi Malhotra,413,1,5906.40,Lost
596178,Isha Reddy,352,1,5906.19,Lost
725431,Isha Patel,256,1,5906.18,Lost
381830,Isha Patel,298,1,5905.94,Lost
532391,Isha Khan,255,1,5905.29,Lost
581322,Kavita Chatterjee,271,1,5904.75,Lost
280687,Shreya Sharma,260,1,5904.36,Lost
32887,Meera Singh,138,1,5903.80,At Risk
797750,Amit Gupta,296,1,5903.69,Lost
224966,Pooja Agarwal,318,1,5903.02,Lost
463501,Rashmi Iyer,89,1,5902.99,Active
799757,Preeti Khan,322,1,5902.50,Lost
255105,Suresh Singh,170,1,5902.45,At Risk
82700,Isha Reddy,312,1,5902.19,Lost
248527,Deepak Sharma,299,1,5901.72,Lost
795299,Meera Kapoor,181,1,5901.64,Lost
835717,Kunal Reddy,137,1,5901.15,At Risk
265512,Aarti Verma,260,1,5900.13,Lost
444346,Pooja Patel,247,1,5899.44,Lost
890795,Nidhi Gupta,108,1,5899.09,At Risk
858888,Shreya Malhotra,405,1,5897.94,Lost
408549,Meera Iyer,252,1,5897.67,Lost
756807,Nidhi Patel,155,1,5896.74,At Risk
119191,Neha Agarwal,207,1,5896.23,Lost
823431,Nidhi Mehta,259,1,5896.18,Lost
939985,Isha Khan,369,1,5896.04,Lost
318564,Kavita Mehta,265,1,5895.83,Lost
348379,Vikas Chatterjee,400,1,5895.48,Lost
927109,Riya Das,117,1,5894.80,At Risk
718998,Swati Gupta,331,1,5894.65,Lost
816518,Ankit Patel,213,1,5894.16,Lost
760426,Reddy,91,1,5894.09,At Risk
86132,Nitin Patel,349,1,5893.86,Lost
488511,Rashmi Chatterjee,169,1,5893.16,At Risk
394298,Priya Mehta,299,1,5893.11,Lost
863805,Nitin Banerjee,228,1,5893.00,Lost
861865,Vivek Banerjee,106,1,5892.82,At Risk
864643,Sneha Reddy,409,1,5892.76,Lost
345111,Isha Patel,250,1,5892.50,Lost
324053,Sneha Patel,150,1,5892.31,At Risk
611203,Shreya Iyer,65,1,5891.47,Active
923291,Sneha Chatterjee,75,1,5891.13,Active
658122,Preeti Chatterjee,409,1,5890.84,Lost
579048,Rashmi Das,314,1,5890.76,Lost
43590,Rahul Agarwal,157,1,5890.46,At Risk
276270,Isha Sharma,349,1,5890.39,Lost
588631,Meera Patel,136,1,5890.27,At Risk
773096,Isha Singh,125,1,5890.25,At Risk
26101,Isha Singh,339,1,5889.85,Lost
750602,Ajay Banerjee,207,1,5889.81,Lost
172339,Shreya Khan,374,1,5889.29,Lost
146039,Isha Iyer,385,1,5889.24,Lost
502998,Riya Das,284,1,5889.11,Lost
22874,Preeti Kapoor,70,1,5888.94,Active
671117,Nidhi Das,62,1,5888.63,Active
21094,Arjun Mehta,348,1,5888.07,Lost
201922,Vikas Agarwal,374,1,5887.82,Lost
181365,Pooja Mehta,197,1,5887.49,Lost
464608,Swati Singh,165,1,5887.38,At Risk
323128,Rahul Mehta,152,1,5887.36,At Risk
321749,Priya Mehta,173,1,5887.26,At Risk
455308,Sanjay Mehta,282,1,5887.12,Lost
667056,Prakash Das,346,1,5887.06,Lost
40763,Vikas Verma,206,1,5885.89,Lost
671125,Isha Das,367,1,5885.60,Lost
932877,Vivek Sharma,351,1,5885.09,Lost
475427,Preeti Verma,229,1,5885.04,Lost
745589,Aarti Mehta,291,2,5884.95,Lost
64703,Neha Patel,278,1,5884.52,Lost
296631,Anjali Mehta,191,1,5883.67,Lost
670278,Pooja Malhotra,343,1,5883.35,Lost
854495,Riya Das,288,1,5882.77,Lost
570324,Priya Khan,81,1,5882.74,Active
743753,Rahul Sharma,263,1,5882.26,Lost
798212,Deepak Patel,283,1,5882.03,Lost
728103,Vikas Das,404,1,5881.90,Lost
465216,Isha Malhotra,278,1,5881.76,Lost
429682,Rashmi Iyer,418,1,5881.55,Lost
331118,Arjun Gupta,229,1,5880.81,Lost
35266,Riya Sharma,247,1,5880.66,Lost
940532,Isha Malhotra,172,1,5880.10,At Risk
360856,Aarti Sharma,76,1,5879.73,Active
775806,Sneha Agarwal,323,1,5879.53,Lost
456923,Deepak Khan,224,1,5879.20,Lost
887352,Meera Mehta,385,1,5879.15,Lost
182010,Preeti Reddy,78,1,5879.14,Active
512808,Isha Sharma,89,1,5877.26,Active
742492,Sanjay Iyer,369,1,5877.10,Lost
466465,Deepak Reddy,86,1,5876.95,Active
37308,Anjali Mehta,235,1,5876.86,Lost
147582,Shreya Malhotra,329,2,5876.67,Lost
16854,Isha Banerjee,260,1,5875.99,Lost
61099,Riya Sharma,274,1,5875.24,Lost
942420,Amit Iyer,214,1,5872.44,Lost
377852,Deepak Banerjee,269,1,5872.26,Lost
902352,Manish Agarwal,217,1,5871.95,Lost
622713,Anjali Reddy,352,1,5871.68,Lost
512185,Preeti Verma,192,1,5871.41,Lost
826943,Pooja Kapoor,210,1,5870.99,Lost
770198,Prakash Gupta,291,1,5870.99,Lost
88541,Rashmi Banerjee,257,1,5870.96,Lost
244928,Ankit Iyer,326,1,5870.87,Lost
984202,Aarti Iyer,60,1,5870.62,Active
717660,Arjun Das,140,1,5869.31,At Risk
971789,Prakash Reddy,56,1,5869.02,Active
295101,Rashmi Sharma,95,1,5868.87,At Risk
231441,Kunal Verma,79,1,5868.41,Active
558589,Anjali Sharma,124,1,5868.29,At Risk
836698,Sneha Agarwal,271,1,5868.24,Lost
206298,Amit Sharma,75,1,5867.47,Active
95134,Sneha Malhotra,79,1,5867.08,Active
608733,Sneha Sharma,130,1,5866.80,At Risk
690983,Neha Das,90,1,5866.66,Active
511923,Preeti Agarwal,67,1,5865.95,Active
528013,Priya Singh,256,1,5865.71,Lost
449493,Preeti Sharma,304,1,5864.88,Lost
67915,Pooja Patel,120,1,5864.75,At Risk
903987,Neha Agarwal,375,1,5864.46,Lost
153924,Suresh Sharma,121,1,5863.72,At Risk
630262,Amit Sharma,195,1,5863.17,Lost
513174,Nitin Chatterjee,310,1,5863.05,Lost
152991,Prakash Chatterjee,119,1,5863.04,At Risk
479047,Anjali Malhotra,311,1,5862.49,Lost
817504,Shreya Singh,181,1,5862.12,Lost
226308,Riya Chatterjee,289,1,5862.12,Lost
387802,Rashmi Khan,381,1,5862.05,Lost
580680,Preeti Khan,242,1,5861.79,Lost
759195,Nitin Das,169,1,5861.77,At Risk
262099,Sneha Banerjee,362,1,5861.24,Lost
409611,Deepak Singh,255,1,5860.70,Lost
30765,Nidhi Mehta,236,1,5860.65,Lost
818113,Meera Malhotra,231,1,5859.57,Lost
325820,Deepak Verma,160,1,5859.41,At Risk
203541,Rahul Kapoor,240,1,5859.22,Lost
7909,Aarti Reddy,320,1,5859.02,Lost
632425,Rahul Malhotra,233,1,5858.99,Lost
909119,Aarti Kapoor,380,1,5858.58,Lost
763940,Aarti Banerjee,251,1,5858.55,Lost
909737,Shreya Patel,186,1,5858.55,Lost
856499,Rashmi Iyer,332,1,5858.20,Lost
472599,Neha Agarwal,393,1,5857.16,Lost
786634,Neha Iyer,401,1,5856.92,Lost
156782,Preeti Verma,117,1,5856.73,At Risk
641001,Suresh Chatterjee,326,1,5855.97,Lost
91257,Priya Das,132,1,5855.56,At Risk
889513,Ajay Reddy,82,1,5855.36,Active
389376,Amit Banerjee,92,1,5855.00,At Risk
619036,Prakash Das,109,1,5854.97,At Risk
170516,Priya Mehta,407,1,5854.92,Lost
998748,Preeti Chatterjee,274,1,5854.77,Lost
863080,Meera Malhotra,62,1,5853.89,Active
530262,Neha Verma,269,1,5853.65,Lost
583766,Shreya Khan,110,1,5853.33,At Risk
26750,Vikas Iyer,377,1,5852.95,Lost
600201,Aarti Malhotra,207,1,5852.73,Lost
22999,Kavita Gupta,325,1,5852.60,Lost
858884,Rahul Verma,87,1,5852.16,Active
315639,Rashmi Sharma,72,1,5852.14,Active
329988,Shreya Sharma,247,1,5851.74,Lost
828429,Deepak Malhotra,110,1,5851.60,At Risk
353799,Preeti Banerjee,248,1,5851.01,Lost
776670,Neha Gupta,332,1,5850.90,Lost
882099,Sneha Singh,384,1,5850.81,Lost
13829,Sneha Das,367,1,5849.93,Lost
237259,Isha Reddy,100,1,5849.91,At Risk
620612,Isha Agarwal,316,1,5849.85,Lost
628094,Vikas Banerjee,368,1,5848.91,Lost
556282,Kavita Das,398,1,5848.66,Lost
622915,Shreya Singh,292,1,5848.36,Lost
182538,Rashmi Singh,315,1,5848.19,Lost
67697,Prakash Banerjee,191,1,5847.18,Lost
264290,Sanjay Khan,406,1,5847.04,Lost
666369,Sneha Kapoor,97,1,5846.99,At Risk
542703,Nitin Patel,330,1,5846.33,Lost
219912,Sneha Gupta,115,1,5846.10,At Risk
229550,Aarti Khan,72,1,5845.96,Active
189981,Meera Mehta,237,1,5845.43,Lost
396309,Isha Patel,417,1,5845.30,Lost
138914,Amit Malhotra,255,1,5845.22,Lost
188858,Preeti Verma,275,1,5844.02,Lost
979130,Kavita Reddy,209,1,5843.89,Lost
592993,Amit Mehta,193,1,5843.77,Lost
367860,Swati Verma,154,1,5843.52,At Risk
879168,Deepak Reddy,398,1,5843.18,Lost
572687,Kavita Verma,402,1,5842.95,Lost
490200,Swati Banerjee,356,1,5842.94,Lost
232713,Riya Sharma,256,1,5842.15,Lost
792668,Neha Gupta,232,1,5841.69,Lost
463118,Neha Iyer,337,1,5841.19,Lost
184049,Pooja Mehta,247,1,5840.59,Lost
930388,Isha Iyer,332,1,5840.13,Lost
459427,Nidhi Mehta,197,1,5839.29,Lost
276722,Riya Kapoor,235,1,5839.17,Lost
506867,Isha Reddy,370,1,5839.16,Lost
268574,Rahul Iyer,312,1,5839.03,Lost
97140,Sneha Banerjee,284,1,5838.66,Lost
464881,Suresh Malhotra,320,1,5838.61,Lost
154567,Swati Banerjee,229,1,5838.61,Lost
994224,Prakash Chatterjee,158,1,5838.50,At Risk
795008,Ajay Reddy,88,1,5838.28,Active
162957,Aarti Malhotra,104,1,5838.22,At Risk
417515,Anjali Reddy,143,1,5838.18,At Risk
975579,Anjali Malhotra,269,1,5837.88,Lost
597026,Rashmi Verma,226,1,5837.67,Lost
429938,Sneha Reddy,300,1,5837.22,Lost
403869,Shreya Kapoor,336,1,5837.00,Lost
87835,Kapoor,289,1,5836.69,Lost
978134,Neha Iyer,210,1,5836.27,Lost
250113,Nitin Patel,120,1,5836.22,At Risk
858235,Rashmi Das,140,1,5836.06,At Risk
307987,Meera Patel,126,1,5835.96,At Risk
379526,Shreya Gupta,299,1,5835.95,Lost
513631,Isha Reddy,180,1,5835.81,At Risk
562843,Aarti Sharma,320,1,5835.76,Lost
521194,Kunal Das,381,1,5835.34,Lost
805168,Aarti Patel,405,1,5834.93,Lost
55166,Sanjay Chatterjee,100,1,5834.80,At Risk
256622,Nitin Gupta,192,1,5833.65,Lost
216386,Riya Kapoor,376,1,5833.13,Lost
424933,Pooja Kapoor,110,1,5832.86,At Risk
683998,Meera Chatterjee,132,1,5832.62,At Risk
165350,Neha Agarwal,199,1,5832.44,Lost
667983,Preeti Banerjee,144,1,5832.42,At Risk
386470,Kunal Agarwal,400,1,5831.88,Lost
277544,Sneha Kapoor,394,1,5831.47,Lost
909832,Kavita Kapoor,107,1,5831.37,At Risk
919733,Manish Sharma,375,1,5830.62,Lost
398891,Shreya Mehta,171,1,5830.52,At Risk
945298,Vivek Kapoor,308,1,5830.47,Lost
525963,Kunal Gupta,118,1,5830.07,At Risk
282473,Isha Reddy,60,1,5830.06,Active
855457,Aarti Gupta,58,1,5829.48,Active
544245,Nidhi Mehta,59,1,5829.17,Active
515762,Priya Sharma,238,2,5828.31,Lost
23728,Anjali Das,110,1,5827.79,At Risk
307679,Vivek Mehta,340,1,5827.41,Lost
895720,Neha Gupta,397,1,5826.44,Lost
275162,Prakash Mehta,216,1,5825.97,Lost
950684,Kunal Agarwal,190,1,5825.86,Lost
272311,Arjun Das,165,1,5825.79,At Risk
295197,Nidhi Gupta,392,1,5825.63,Lost
886319,Suresh Gupta,219,1,5825.19,Lost
154,Shreya Reddy,404,1,5825.05,Lost
17026,Rahul Khan,290,1,5825.05,Lost
630111,Nitin Singh,365,1,5825.01,Lost
537416,Aarti Chatterjee,397,1,5824.44,Lost
691148,Suresh Khan,321,1,5823.98,Lost
817666,Priya Mehta,113,1,5823.78,At Risk
22897,Riya Singh,346,1,5823.55,Lost
951042,Isha Malhotra,351,1,5823.39,Lost
168865,Shreya Banerjee,184,1,5823.34,Lost
516035,Preeti Singh,54,1,5822.70,Active
444667,Isha Malhotra,154,1,5822.52,At Risk
995001,Meera Singh,397,1,5822.44,Lost
657128,Anjali Patel,380,1,5821.65,Lost
45058,Ankit Reddy,223,1,5821.64,Lost
524945,Ankit Verma,346,1,5821.63,Lost
651920,Malhotra,340,1,5821.16,Lost
64074,Sneha Kapoor,350,1,5820.70,Lost
81885,Pooja Malhotra,372,1,5820.45,Lost
413586,Neha Chatterjee,189,1,5819.60,Lost
614451,Priya Sharma,177,1,5819.58,At Risk
528916,Preeti Das,162,1,5819.34,At Risk
439765,Swati Reddy,112,1,5818.87,At Risk
4522,Sanjay Singh,339,1,5818.44,Lost
539551,Aarti Kapoor,327,1,5818.16,Lost
437256,Preeti Verma,192,1,5817.74,Lost
802283,Ankit Reddy,97,1,5817.37,At Risk
108511,Shreya Das,328,1,5817.14,Lost
814514,Nidhi Das,158,1,5817.05,At Risk
22062,Kavita Verma,223,1,5816.79,Lost
286696,Neha Mehta,361,1,5815.70,Lost
331844,Ajay Agarwal,65,1,5815.62,Active
405652,Ajay Das,123,1,5815.03,At Risk
485510,Shreya Reddy,200,1,5814.92,Lost
740528,Nidhi Chatterjee,226,1,5814.84,Lost
868674,Amit Iyer,310,1,5814.51,Lost
994968,Sneha Agarwal,340,1,5813.85,Lost
746809,Pooja Singh,153,1,5813.43,At Risk
901645,Vivek Singh,212,1,5813.35,Lost
19693,Neha Patel,395,1,5813.14,Lost
283037,Shreya Kapoor,380,1,5812.75,Lost
170846,Neha Gupta,242,1,5812.74,Lost
715568,Riya Singh,261,1,5812.37,Lost
526057,Preeti Iyer,122,1,5812.06,At Risk
744609,Manish Chatterjee,177,1,5811.75,At Risk
127920,Pooja Gupta,347,1,5811.69,Lost
278995,Riya Reddy,261,1,5811.33,Lost
328722,Aarti Khan,74,1,5811.14,Active
960885,Riya Malhotra,314,1,5810.65,Lost
884129,Anjali Malhotra,229,1,5810.64,Lost
483735,Manish Iyer,110,1,5810.50,At Risk
494689,Neha Chatterjee,265,1,5810.45,Lost
792819,Priya Reddy,282,1,5810.12,Lost
379657,Priya Singh,152,1,5809.64,At Risk
951863,Ankit Mehta,316,1,5809.05,Lost
524183,Neha Chatterjee,338,1,5808.57,Lost
795444,Pooja Banerjee,205,1,5808.12,Lost
575042,Nidhi Malhotra,206,1,5807.57,Lost
443269,Rohit Chatterjee,153,1,5806.43,At Risk
382316,Pooja Singh,179,1,5806.35,At Risk
657195,Riya Banerjee,268,1,5805.67,Lost
348355,Anjali Reddy,87,1,5805.29,Active
774226,Swati Verma,329,1,5805.21,Lost
116564,Sneha Patel,80,1,5804.53,Active
171250,Preeti Kapoor,261,1,5804.48,Lost
712955,Pooja Kapoor,219,1,5804.30,Lost
261769,Riya Singh,283,1,5803.46,Lost
135444,Prakash Banerjee,72,1,5803.18,Active
857513,Priya Khan,390,1,5803.01,Lost
903518,Shreya Malhotra,153,1,5802.94,At Risk
928932,Aarti Malhotra,295,1,5802.72,Lost
727616,Vivek Iyer,189,1,5802.49,Lost
512580,Rohit Singh,360,1,5802.48,Lost
418423,Prakash Banerjee,228,1,5802.40,Lost
649781,Nitin Singh,416,1,5802.16,Lost
424430,Rashmi Chatterjee,292,1,5801.86,Lost
103278,Isha Singh,66,1,5801.83,Active
23550,Preeti Reddy,118,1,5801.69,At Risk
837820,Ankit Mehta,282,1,5801.29,Lost
581198,Kavita Iyer,77,1,5800.93,Active
318933,Kunal Verma,197,2,5799.95,Lost
645976,Priya Chatterjee,80,1,5799.91,Active
956519,Preeti Khan,163,1,5799.90,At Risk
269233,Sanjay Agarwal,342,1,5799.57,Lost
863504,Anjali Khan,361,1,5799.54,Lost
647950,Pooja Iyer,192,1,5799.13,Lost
513806,Preeti Gupta,145,1,5798.56,At Risk
957231,Neha Sharma,218,1,5798.27,Lost
678010,Swati Chatterjee,195,1,5798.15,Lost
715294,Rashmi Agarwal,243,1,5797.76,Lost
576076,Ajay Gupta,110,1,5797.67,At Risk
300039,Nitin Banerjee,233,1,5797.14,Lost
953130,Rashmi Chatterjee,93,1,5796.24,At Risk
235378,Nidhi Patel,296,1,5796.07,Lost
502681,Isha Malhotra,235,1,5795.78,Lost
804275,Shreya Gupta,173,1,5795.53,At Risk
990709,Meera Gupta,292,1,5795.08,Lost
97339,Swati Agarwal,340,1,5794.76,Lost
269344,Shreya Iyer,268,1,5794.67,Lost
48641,Shreya Verma,381,1,5794.41,Lost
984295,Sanjay Banerjee,243,1,5794.39,Lost
299186,Sanjay Singh,285,1,5794.34,Lost
900031,Neha Patel,55,1,5794.26,Active
769291,Priya Das,373,1,5794.13,Lost
940305,Vikas Gupta,338,1,5793.79,Lost
545,Aarti Patel,340,1,5793.68,Lost
359916,Riya Gupta,54,1,5793.03,Active
829660,Sneha Reddy,243,1,5792.60,Lost
688030,Suresh Reddy,304,1,5792.32,Lost
566712,Rahul Mehta,301,1,5792.32,Lost
905173,Nidhi Iyer,150,1,5792.28,At Risk
357973,Nidhi Sharma,256,1,5792.13,Lost
883573,Nitin Verma,180,1,5791.63,At Risk
711817,Sneha Chatterjee,168,1,5791.51,At Risk
533257,Riya Sharma,95,1,5791.43,At Risk
9171,Ajay Malhotra,110,1,5791.04,At Risk
52691,Arjun Banerjee,133,1,5790.72,At Risk
457498,Priya Kapoor,317,1,5790.68,Lost
850619,Sneha Gupta,97,1,5790.53,At Risk
5932,Priya Patel,95,1,5790.33,At Risk
261828,Suresh Iyer,270,1,5789.95,Lost
486193,Shreya Mehta,352,1,5789.88,Lost
914808,Priya Kapoor,138,1,5789.44,At Risk
217021,Ankit Malhotra,62,1,5789.07,Active
778645,Prakash Iyer,94,1,5788.90,At Risk
692771,Anjali Gupta,279,1,5788.88,Lost
412956,Kavita Agarwal,220,1,5788.58,Lost
867589,Prakash Sharma,162,1,5788.52,At Risk
324302,Nidhi Mehta,171,1,5788.08,At Risk
915914,Nidhi Sharma,112,1,5788.04,At Risk
78546,Sneha Gupta,154,1,5787.10,At Risk
948597,Preeti Banerjee,262,1,5786.63,Lost
905814,Kunal Patel,243,1,5785.18,Lost
141914,Vivek Khan,342,1,5784.37,Lost
442409,Kavita Kapoor,157,1,5783.45,At Risk
543900,Sneha Reddy,150,1,5783.37,At Risk
776821,Priya Kapoor,225,1,5782.39,Lost
419313,Nidhi Chatterjee,199,1,5781.81,Lost
392584,Shreya Mehta,247,1,5781.71,Lost
549748,Prakash Iyer,159,1,5781.70,At Risk
277805,Kavita Khan,267,1,5781.48,Lost
221866,Aarti Khan,334,1,5781.35,Lost
824453,Prakash Banerjee,60,1,5781.02,Active
680664,Vikas Chatterjee,382,1,5780.32,Lost
802080,Rohit Singh,273,1,5780.16,Lost
550739,Riya Banerjee,136,1,5779.83,At Risk
918220,Arjun Patel,343,1,5779.80,Lost
934506,Meera Khan,179,1,5779.14,At Risk
763539,Priya Verma,181,1,5779.03,Lost
156199,Rahul Kapoor,256,1,5778.56,Lost
2463,Nidhi,282,1,5778.46,Lost
505489,Isha Chatterjee,85,1,5778.44,Active
496395,Nidhi Singh,208,1,5778.04,Lost
346138,Ajay Iyer,227,1,5777.95,Lost
475360,Priya Agarwal,169,1,5777.90,At Risk
819446,Sneha Sharma,148,1,5777.48,At Risk
143359,Shreya Chatterjee,369,1,5777.32,Lost
756689,Vivek Das,402,1,5776.82,Lost
198957,Preeti Reddy,271,1,5776.64,Lost
342648,Isha Singh,293,1,5776.34,Lost
225097,Kavita Mehta,157,1,5775.03,At Risk
603960,Deepak Banerjee,144,1,5774.90,At Risk
364996,Shreya Reddy,147,1,5774.50,At Risk
739079,Deepak Singh,121,1,5774.45,At Risk
722375,Kavita Kapoor,352,1,5774.40,Lost
740693,Pooja,170,1,5774.30,At Risk
180035,Neha Patel,98,1,5774.01,At Risk
893665,Isha Reddy,315,1,5773.91,Lost
200088,Manish Singh,109,1,5773.80,At Risk
527852,Riya Verma,197,1,5773.27,Lost
816102,Nitin Malhotra,387,1,5773.05,Lost
248181,Isha Khan,285,1,5772.54,Lost
905996,Nitin Reddy,322,1,5772.51,Lost
825306,Deepak Chatterjee,303,1,5772.11,Lost
289202,Sneha Patel,238,1,5771.58,Lost
534140,Anjali Mehta,337,1,5771.04,Lost
671124,Meera Malhotra,100,1,5770.82,At Risk
7088,Preeti Malhotra,396,1,5770.54,Lost
454683,Aarti Agarwal,154,1,5770.51,At Risk
211082,Preeti Singh,181,1,5770.31,Lost
964372,Priya Verma,410,1,5769.90,Lost
666867,Shreya Chatterjee,312,1,5768.80,Lost
896893,Kavita Das,300,1,5767.82,Lost
948031,Pooja Mehta,156,1,5767.36,At Risk
528292,Preeti Singh,129,1,5766.57,At Risk
695175,Ankit Verma,317,1,5766.34,Lost
492447,Amit Sharma,385,1,5766.07,Lost
492967,Sneha Singh,120,1,5765.91,At Risk
640615,Priya Das,101,1,5765.78,At Risk
919177,Ajay Khan,100,1,5764.90,At Risk
144084,Ankit Gupta,185,1,5764.74,Lost
681074,Nidhi Verma,84,1,5764.73,Active
928749,Nidhi Chatterjee,148,1,5764.67,At Risk
938012,Sanjay Agarwal,257,1,5764.36,Lost
334379,Vikas Reddy,208,1,5764.04,Lost
849519,Deepak Kapoor,58,1,5763.54,Active
59597,Vikas Chatterjee,400,1,5763.16,Lost
178371,Priya Patel,240,1,5762.95,Lost
981581,Preeti Agarwal,200,1,5762.85,Lost
427023,Rahul Iyer,312,1,5762.67,Lost
9588,Sharma,304,1,5762.20,Lost
960480,Riya Sharma,203,1,5762.06,Lost
631020,Priya Malhotra,330,1,5761.88,Lost
539695,Meera Kapoor,272,1,5761.66,Lost
969643,Suresh Singh,160,1,5761.65,At Risk
1301,Isha Patel,393,1,5761.33,Lost
296460,Aarti Das,98,1,5760.95,At Risk
875277,Vivek Agarwal,412,1,5760.55,Lost
827818,Rohit Iyer,388,1,5760.22,Lost
158693,Riya Patel,262,1,5760.08,Lost
566046,Deepak Gupta,400,1,5760.01,Lost
798416,Rashmi Malhotra,145,1,5759.50,At Risk
702332,Rohit Singh,210,1,5757.75,Lost
541587,Swati Das,301,1,5757.47,Lost
517345,Nidhi Verma,220,1,5757.22,Lost
56350,Rashmi Das,185,1,5756.97,Lost
452355,Sneha Khan,301,1,5756.75,Lost
33509,Deepak Mehta,140,1,5755.94,At Risk
357558,Neha Malhotra,139,1,5755.84,At Risk
979943,Meera Banerjee,101,1,5755.53,At Risk
36888,Manish Iyer,230,1,5754.60,Lost
424912,Suresh Kapoor,409,1,5753.79,Lost
409344,Preeti Kapoor,60,1,5752.95,Active
341529,Meera Gupta,387,1,5752.04,Lost
291107,Swati Kapoor,235,1,5752.03,Lost
67224,Deepak Sharma,216,1,5751.85,Lost
504814,Nitin Verma,268,1,5751.82,Lost
870452,Swati Reddy,159,1,5751.66,At Risk
84277,Arjun Malhotra,216,1,5751.52,Lost
904466,Rohit Reddy,109,1,5750.24,At Risk
812801,Sanjay Patel,369,1,5750.09,Lost
255862,Aarti Patel,407,1,5750.01,Lost
399735,Vivek Verma,119,1,5749.28,At Risk
763519,Pooja Gupta,310,1,5749.06,Lost
538865,Sanjay Khan,125,1,5748.59,At Risk
267828,Vivek Banerjee,401,1,5748.51,Lost
217321,Agarwal,380,1,5748.45,Lost
5051,Kavita Iyer,351,1,5748.15,Lost
953168,Rahul Malhotra,293,1,5747.30,Lost
924524,Manish Banerjee,297,1,5747.24,Lost
947849,Preeti Gupta,190,1,5746.46,Lost
790571,Priya Kapoor,283,1,5746.45,Lost
759843,Swati Verma,223,1,5746.24,Lost
638692,Banerjee,110,1,5746.09,At Risk
177525,Manish Malhotra,82,1,5745.71,Active
269420,Pooja Banerjee,174,1,5745.48,At Risk
406109,Sneha Verma,347,1,5745.35,Lost
176428,Anjali Kapoor,305,1,5745.05,Lost
596141,Nidhi Chatterjee,88,1,5744.98,Active
214621,Swati Mehta,64,1,5744.98,Active
535193,Vikas Patel,393,1,5744.85,Lost
19311,Vikas Khan,388,1,5744.85,Lost
293290,Meera Agarwal,236,1,5744.78,Lost
923298,Meera Agarwal,194,1,5744.64,Lost
295587,Shreya Mehta,339,1,5744.58,Lost
517701,Kavita Reddy,313,1,5744.44,Lost
23483,Isha Khan,199,1,5743.90,Lost
612592,Sneha Singh,378,1,5743.79,Lost
239153,Priya Iyer,195,1,5743.76,Lost
308925,Shreya Chatterjee,233,1,5743.44,Lost
301718,Banerjee,357,1,5743.37,Lost
445715,Rashmi Chatterjee,249,1,5742.70,Lost
547342,Swati Das,113,1,5742.60,At Risk
570385,Nidhi Singh,262,1,5742.56,Lost
743939,Kunal Iyer,116,1,5742.23,At Risk
176491,Arjun Mehta,416,1,5742.09,Lost
655944,Nidhi Chatterjee,196,1,5741.82,Lost
712877,Amit Singh,380,1,5741.38,Lost
749605,Ankit Verma,288,1,5740.68,Lost
357171,Priya Das,412,1,5740.17,Lost
353926,Shreya Iyer,203,1,5740.15,Lost
52876,Shreya Das,245,1,5740.09,Lost
768113,Riya Singh,390,1,5739.63,Lost
399083,Aarti Iyer,184,1,5739.39,Lost
103911,Riya Banerjee,286,1,5739.22,Lost
79728,Nitin Das,116,1,5738.52,At Risk
981423,Kunal Kapoor,373,1,5738.46,Lost
726742,Kunal Banerjee,255,1,5737.59,Lost
392268,Swati Kapoor,292,1,5737.54,Lost
668482,Riya Khan,64,2,5737.07,Active
492863,Isha Singh,128,1,5736.72,At Risk
408061,Kavita Chatterjee,395,1,5736.52,Lost
184989,Arjun Patel,410,1,5736.19,Lost
940377,Ankit Chatterjee,202,1,5735.44,Lost
381948,Kavita Kapoor,406,1,5735.16,Lost
738059,Rashmi Das,315,1,5735.11,Lost
733452,Aarti Das,221,1,5735.05,Lost
837536,Swati Gupta,361,1,5734.61,Lost
841875,Nitin Kapoor,342,1,5734.39,Lost
41184,Preeti Singh,200,1,5734.27,Lost
263138,Swati Sharma,168,1,5734.26,At Risk
160295,Ankit Malhotra,99,1,5734.13,At Risk
532625,Preeti Banerjee,390,1,5733.98,Lost
759733,Pooja Banerjee,95,1,5733.94,At Risk
992480,Rashmi Sharma,256,1,5733.45,Lost
172721,Anjali Gupta,225,1,5733.43,Lost
647224,Kunal Reddy,218,1,5733.37,Lost
671046,Sneha Banerjee,162,1,5733.32,At Risk
120180,Prakash Iyer,304,1,5733.26,Lost
584576,Swati Patel,100,1,5732.56,At Risk
127543,Isha Banerjee,236,1,5732.50,Lost
298932,Deepak Reddy,267,1,5732.49,Lost
500244,Pooja Iyer,196,1,5732.31,Lost
128326,Kavita Singh,162,1,5732.22,At Risk
237852,Rohit Das,289,1,5732.21,Lost
965207,Priya Khan,251,1,5729.41,Lost
71045,Priya Mehta,371,1,5728.98,Lost
828796,Ankit Mehta,112,1,5728.28,At Risk
559961,Sneha Mehta,289,1,5727.63,Lost
823349,Kunal Patel,180,1,5727.04,At Risk
